,id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,zipcode,market,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,len_name,len_host_about,len_summary,len_description,len_neighborhood_overview,len_transit,count_amenities,count_host_verifications,amenities_wireless internet,amenities_heating,amenities_kitchen,amenities_essentials,amenities_smoke detector,amenities_air conditioning,amenities_tv,amenities_internet,amenities_dryer,amenities_washer,amenities_carbon monoxide detector,amenities_shampoo,amenities_hangers,amenities_family/kid friendly,amenities_laptop friendly workspace,amenities_iron,amenities_hair dryer,amenities_cable tv,amenities_fire extinguisher,amenities_24-hour check-in,amenities_first aid kit,amenities_elevator in building,amenities_buzzer/wireless intercom,amenities_free parking on premises,amenities_pets allowed,amenities_gym,amenities_lock on bedroom door,amenities_safety card,amenities_pets live on this property,amenities_indoor fireplace,amenities_breakfast,amenities_doorman,amenities_dog(s),amenities_cat(s),amenities_hot tub,amenities_pool,amenities_wheelchair accessible,amenities_suitable for events,amenities_smoking allowed,amenities_other pet(s),amenities_free parking on street,amenities_paid parking off premises,amenities_washer / dryer,host_verifications_phone,host_verifications_email,host_verifications_reviews,host_verifications_jumio,host_verifications_kba,host_verifications_facebook,host_verifications_manual_offline,host_verifications_google,host_verifications_linkedin,host_verifications_amex,host_verifications_manual_online,host_verifications_weibo,host_verifications_sent_id
0,12147973,352,"Boston, Massachusetts, United States",,,,0,Roslindale,1,1,0,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Entire home/apt,4,1.5,2.0,3.0,Real Bed,250.0,35.0,1,0.0,2,More than a week,2 weeks ago,0,0,0,0,0,,,,,,,,0,moderate,0,0,1,,26,180.0,249.0,1000,397.0,267.0,15,4,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
1,3075044,1528,"Boston, Massachusetts, United States",within an hour,100.0,100.0,0,Roslindale,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,10.0,0,0.0,2,More than a week,a week ago,26,54,84,359,36,94.0,10.0,9.0,10.0,10.0,9.0,9.0,1,moderate,0,0,1,1.3,33,77.0,247.0,1000,355.0,538.0,21,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0
2,6976,2643,"Boston, Massachusetts, United States",within a few hours,100.0,88.0,1,Roslindale,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,65.0,,1,20.0,3,More than a week,5 days ago,19,46,61,319,41,98.0,10.0,9.0,10.0,10.0,9.0,10.0,0,moderate,1,0,1,0.47,32,1075.0,244.0,1000,953.0,1000.0,18,4,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
3,1436513,1225,"Boston, Massachusetts, United States",within a few hours,100.0,50.0,0,,1,1,0,Roslindale,Boston,,Boston,"Boston, MA",0,House,Private room,4,1.0,1.0,2.0,Real Bed,75.0,50.0,2,25.0,1,More than a week,a week ago,6,16,26,98,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,1.0,45,1293.0,493.0,1000,1000.0,250.0,23,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
4,7651065,844,"Boston, Massachusetts, United States",within an hour,100.0,100.0,1,Roslindale,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,2,1.5,1.0,2.0,Real Bed,79.0,15.0,1,0.0,2,More than a week,2 weeks ago,13,34,59,334,29,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible,0,0,1,2.25,19,557.0,245.0,1000,720.0,1000.0,14,4,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
5,12386020,158,"Boston, Massachusetts, United States",within a few hours,100.0,95.0,1,Roslindale,2,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,75.0,30.0,1,0.0,2,More than a week,2 weeks ago,5,28,58,58,8,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible,0,0,1,1.7,30,0.0,312.0,1000,255.0,375.0,13,4,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
6,5706985,1195,"Milton, Massachusetts, United States",within an hour,98.0,96.0,0,Roslindale,5,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",0,Apartment,Entire home/apt,3,1.0,1.0,2.0,Real Bed,100.0,,1,25.0,1,More than a week,3 days ago,22,39,69,344,57,90.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict,0,0,3,4.0,35,236.0,416.0,1000,191.0,222.0,13,5,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
7,2843445,1491,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,1,Roslindale,2,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,2,2.0,1.0,1.0,Real Bed,75.0,10.0,1,15.0,1,More than a week,yesterday,30,60,90,365,67,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1,1,2,2.38,34,343.0,488.0,1000,540.0,89.0,23,5,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
8,753446,1406,"Boston, Massachusetts, United States",within an hour,100.0,100.0,1,Roslindale,1,1,1,Roslindale,Roslindale,02131,Boston,"Roslindale, MA",1,Condominium,Private room,2,1.0,1.0,2.0,Real Bed,58.0,,2,0.0,2,More than a week,today,12,42,72,347,65,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,1,5.36,34,28.0,228.0,1000,1000.0,0.0,10,5,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
9,849408,1256,"Boston, Massachusetts, United States",within an hour,100.0,100.0,1,Roslindale,2,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,Apartment,Entire home/apt,5,1.0,2.0,2.0,Real Bed,229.0,50.0,4,25.0,4,More than a week,today,20,50,80,107,33,94.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict,0,0,2,1.01,33,456.0,236.0,1000,309.0,352.0,22,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
10,12023024,85,"Boston, Massachusetts, United States",within a day,83.0,100.0,0,Roslindale,1,1,0,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,60.0,30.0,1,10.0,1,More than a week,5 days ago,16,38,68,343,1,80.0,10.0,8.0,8.0,10.0,10.0,10.0,0,flexible,0,0,1,0.36,33,0.0,245.0,245,0.0,0.0,16,3,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
11,1668313,1069,"Roslindale (part of Boston), MA",within an hour,100.0,89.0,1,Roslindale,2,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,1,1.0,1.0,1.0,Real Bed,57.0,40.0,1,0.0,1,More than a week,6 weeks ago,6,36,66,341,17,94.0,9.0,10.0,10.0,10.0,9.0,9.0,0,flexible,0,0,2,0.48,33,642.0,244.0,1000,398.0,323.0,14,4,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
12,2684840,845,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,0,Roslindale,2,1,0,Roslindale,Boston,02131,San Francisco,"Boston, MA",1,Condominium,Entire home/apt,4,1.0,2.0,2.0,Real Bed,93.0,40.0,1,0.0,1,More than a week,3 months ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0,0,2,0.64,34,263.0,217.0,217,0.0,0.0,19,3,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
13,13547301,212,"Boston, Massachusetts, United States",within an hour,100.0,97.0,0,Roslindale,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,Apartment,Entire home/apt,5,1.0,2.0,3.0,Real Bed,150.0,50.0,5,30.0,2,More than a week,yesterday,8,17,39,129,12,97.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,1,4.93,29,22.0,308.0,308,0.0,0.0,20,4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
14,5434353,1014,"Boston, Massachusetts, United States",within a day,75.0,100.0,0,Roslindale,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Entire home/apt,2,1.5,2.0,2.0,Real Bed,145.0,150.0,2,35.0,3,More than a week,2 days ago,11,14,44,319,7,91.0,9.0,9.0,10.0,9.0,9.0,9.0,0,moderate,0,0,1,0.56,23,188.0,246.0,595,152.0,134.0,14,4,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
15,225979,1780,"Boston, Massachusetts, United States",within an hour,100.0,79.0,0,Roslindale,2,1,0,Roslindale,Boston,02131,Boston,"Boston, MA",1,Apartment,Private room,1,0.0,1.0,1.0,Real Bed,60.0,,1,0.0,1,More than a week,a week ago,4,34,64,339,70,96.0,9.0,10.0,10.0,10.0,9.0,10.0,1,strict,0,0,2,1.16,32,495.0,250.0,1000,307.0,1000.0,15,4,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
16,3420384,1997,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,0,Roslindale,1,1,0,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,4,1.0,1.0,3.0,Real Bed,165.0,50.0,3,15.0,3,More than a week,today,20,50,80,349,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,1.0,30,298.0,69.0,936,229.0,210.0,16,3,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
17,13512930,812,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,0,Roslindale,2,1,0,Roslindale,Boston,02131,Boston,"Boston, MA",1,Condominium,Private room,2,1.0,1.0,1.0,Real Bed,75.0,20.0,1,15.0,1,More than a week,2 months ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0,0,2,0.37,35,263.0,216.0,216,0.0,0.0,17,3,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
18,7482195,307,"Boston, Massachusetts, United States",within a day,100.0,100.0,1,Roslindale,3,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,1,1.0,1.0,1.0,Real Bed,49.0,,1,10.0,5,More than a week,5 months ago,0,0,20,295,0,,,,,,,,0,strict,0,0,3,,26,0.0,248.0,248,0.0,0.0,13,4,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
19,7252607,449,"Boston, Massachusetts, United States",within a day,100.0,100.0,1,Roslindale,3,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",0,House,Private room,2,1.0,1.0,1.0,Real Bed,49.0,,1,10.0,5,More than a week,5 months ago,0,0,0,262,4,95.0,9.0,10.0,10.0,10.0,9.0,10.0,0,strict,0,0,3,0.29,34,0.0,242.0,242,0.0,0.0,14,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
20,2583074,897,"Boston, Massachusetts, United States",within a few hours,100.0,94.0,1,Roslindale,3,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,Villa,Private room,1,2.5,1.0,1.0,Real Bed,40.0,,1,0.0,2,More than a week,today,6,27,57,332,31,99.0,10.0,10.0,10.0,10.0,9.0,10.0,0,flexible,0,0,3,1.24,30,307.0,248.0,943,105.0,152.0,14,4,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
21,13251243,96,"Boston, Massachusetts, United States",within an hour,100.0,100.0,0,Roslindale,1,1,1,Roslindale,Roslindale,02131,Boston,"Roslindale, MA",1,House,Entire home/apt,3,1.0,0.0,2.0,Real Bed,120.0,50.0,3,0.0,2,Week or less,today,0,7,32,207,16,98.0,10.0,10.0,10.0,10.0,10.0,10.0,1,moderate,0,0,1,5.93,23,304.0,431.0,1000,732.0,229.0,18,5,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
22,225834,1809,"Boston, Massachusetts, United States",within an hour,100.0,79.0,0,Roslindale,2,1,0,Roslindale,Boston,02131,Boston,"Boston, MA",1,Apartment,Private room,2,0.0,1.0,1.0,Real Bed,70.0,,1,10.0,1,More than a week,a week ago,0,0,24,299,38,98.0,9.0,10.0,10.0,10.0,9.0,9.0,1,strict,0,0,2,0.63,22,495.0,250.0,1000,268.0,1000.0,17,4,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
23,6400432,660,"Boston, Massachusetts, United States",within a day,100.0,63.0,0,,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",0,House,Entire home/apt,8,1.0,3.0,5.0,Real Bed,150.0,100.0,6,0.0,3,More than a week,3 weeks ago,0,0,0,0,21,88.0,9.0,9.0,9.0,10.0,9.0,10.0,0,flexible,0,0,1,1.58,33,0.0,247.0,1000,0.0,0.0,14,4,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
24,5498472,146,"Boston, Massachusetts, United States",,,,0,Roslindale,1,1,0,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Entire home/apt,5,3.5,4.0,3.0,Real Bed,175.0,100.0,1,0.0,14,More than a week,10 months ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,0.07,32,0.0,246.0,1000,739.0,0.0,16,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
25,894539,1322,"Boston, Massachusetts, United States",within an hour,100.0,92.0,1,Roslindale,2,1,1,Roslindale,Roslindale,02131,Boston,"Roslindale, MA",1,House,Private room,2,1.5,1.0,1.0,Real Bed,95.0,10.0,1,0.0,1,More than a week,2 weeks ago,0,0,0,1,40,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,2,1.13,22,453.0,0.0,872,0.0,0.0,26,4,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
26,879929,1055,"Boston Massachusetts, Roslindale Neighborhood",within an hour,100.0,100.0,0,Roslindale,1,1,0,Roslindale,Roslindale,02131,Boston,"Roslindale, MA",1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,90.0,,1,0.0,1,More than a week,2 weeks ago,0,0,0,122,43,95.0,10.0,9.0,10.0,10.0,9.0,9.0,0,strict,0,0,1,1.06,34,66.0,0.0,976,117.0,170.0,12,3,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
27,9218312,297,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,1,Roslindale,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,95.0,15.0,1,0.0,2,More than a week,2 weeks ago,8,16,37,107,33,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,4.02,35,0.0,229.0,1000,744.0,271.0,12,4,1,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
28,321328,794,"Boston, Massachusetts, United States",within a day,60.0,100.0,0,Roslindale,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,Apartment,Private room,2,1.0,1.0,2.0,Real Bed,100.0,,1,100.0,1,More than a week,today,21,51,81,356,11,90.0,9.0,8.0,10.0,9.0,9.0,9.0,0,flexible,0,0,1,0.21,35,760.0,0.0,1000,161.0,114.0,7,4,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
29,1810172,1066,"Roslindale (part of Boston), MA",within an hour,100.0,89.0,1,Roslindale,2,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,67.0,40.0,1,5.0,1,More than a week,3 months ago,0,5,35,310,20,96.0,10.0,9.0,10.0,10.0,9.0,10.0,0,flexible,0,0,2,0.58,32,642.0,247.0,1000,398.0,323.0,17,4,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
30,6513924,819,"Boston, Massachusetts, United States",within a few hours,95.0,100.0,0,Roslindale,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,Condominium,Private room,1,1.0,1.0,1.0,Real Bed,55.0,,1,0.0,1,Week or less,a week ago,0,0,0,129,30,92.0,10.0,9.0,10.0,10.0,9.0,9.0,0,flexible,0,0,1,1.93,31,136.0,180.0,1000,202.0,159.0,16,4,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
31,7093109,336,"Boston, Massachusetts, United States",within an hour,100.0,100.0,0,Roslindale,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,Apartment,Entire home/apt,6,1.0,2.0,2.0,Real Bed,200.0,85.0,4,20.0,2,More than a week,today,21,48,78,353,2,100.0,10.0,10.0,10.0,10.0,9.0,10.0,1,strict,0,0,1,0.38,35,0.0,476.0,1000,78.0,0.0,16,4,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
32,14690527,399,"Boston, Massachusetts, United States",,,,0,Roslindale,1,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,Apartment,Entire home/apt,4,1.0,1.0,2.0,Real Bed,150.0,,1,0.0,1,More than a week,2 weeks ago,0,0,3,17,0,,,,,,,,1,flexible,0,0,1,,25,0.0,442.0,442,0.0,0.0,15,4,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
33,7086825,393,"Boston, Massachusetts, United States",within a day,100.0,100.0,1,Roslindale,3,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,1,1.0,1.0,1.0,Real Bed,49.0,,1,10.0,5,More than a week,2 months ago,0,20,50,325,10,98.0,9.0,9.0,10.0,10.0,9.0,10.0,0,strict,0,0,3,0.72,34,0.0,242.0,242,0.0,0.0,14,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
34,1861070,1013,"Boston, Massachusetts, United States",within a few hours,100.0,71.0,0,Roslindale,1,1,0,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,1,1.5,1.0,1.0,Real Bed,75.0,,1,0.0,1,More than a week,4 weeks ago,27,57,87,362,17,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,0.59,34,231.0,253.0,1000,370.0,193.0,8,3,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
35,4283698,2070,"Boston, Massachusetts, United States",within an hour,100.0,95.0,0,Roslindale,2,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Entire home/apt,4,1.0,1.0,2.0,Real Bed,110.0,25.0,2,20.0,3,More than a week,today,7,16,25,300,55,87.0,9.0,9.0,10.0,10.0,9.0,9.0,0,strict,0,0,1,2.36,32,281.0,248.0,1000,259.0,581.0,17,4,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
36,10116095,1645,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,0,,1,1,0,Roslindale,Boston,02131,Boston,"Boston, MA",0,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,115.0,35.0,1,0.0,1,More than a week,1 week ago,19,46,76,351,0,,,,,,,,0,strict,0,0,1,,28,164.0,236.0,1000,550.0,0.0,13,4,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
37,8548176,1186,"Milton, Massachusetts, United States",within an hour,98.0,96.0,0,Roslindale,5,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Entire home/apt,16,1.0,3.0,5.0,Real Bed,125.0,50.0,1,25.0,1,More than a week,5 days ago,26,51,81,351,24,91.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict,0,0,3,2.07,35,236.0,483.0,1000,499.0,193.0,17,5,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
38,4922204,1185,"Milton, Massachusetts, United States",within an hour,98.0,96.0,0,Roslindale,5,1,1,Roslindale,"Roslindale, Boston",02131,Boston,"Roslindale, Boston, MA",1,House,Entire home/apt,16,2.5,3.0,7.0,Real Bed,200.0,50.0,1,25.0,1,More than a week,2 weeks ago,18,38,68,343,82,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict,0,0,3,4.32,35,236.0,494.0,1000,170.0,204.0,20,5,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
39,4085362,1491,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,1,Roslindale,2,1,1,Roslindale,Boston,02131,Boston,"Boston, MA",1,House,Private room,2,2.0,1.0,1.0,Real Bed,75.0,10.0,1,15.0,1,More than a week,today,26,56,86,361,20,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,1,1,2,0.87,42,343.0,462.0,1000,620.0,260.0,23,5,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
