,id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,city,zipcode,market,smart_location,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month,len_name,len_host_about,len_summary,len_description,len_neighborhood_overview,len_transit,count_amenities,count_host_verifications,amenities_wireless internet,amenities_heating,amenities_kitchen,amenities_essentials,amenities_smoke detector,amenities_air conditioning,amenities_tv,amenities_internet,amenities_dryer,amenities_washer,amenities_carbon monoxide detector,amenities_shampoo,amenities_hangers,amenities_family/kid friendly,amenities_laptop friendly workspace,amenities_iron,amenities_hair dryer,amenities_cable tv,amenities_fire extinguisher,amenities_24-hour check-in,amenities_first aid kit,amenities_elevator in building,amenities_buzzer/wireless intercom,amenities_free parking on premises,amenities_pets allowed,amenities_gym,amenities_lock on bedroom door,amenities_safety card,amenities_pets live on this property,amenities_indoor fireplace,amenities_breakfast,amenities_doorman,amenities_dog(s),amenities_cat(s),amenities_hot tub,amenities_pool,amenities_wheelchair accessible,amenities_suitable for events,amenities_smoking allowed,amenities_other pet(s),amenities_free parking on street,amenities_paid parking off premises,amenities_washer / dryer,host_verifications_phone,host_verifications_email,host_verifications_reviews,host_verifications_jumio,host_verifications_kba,host_verifications_facebook,host_verifications_manual_offline,host_verifications_google,host_verifications_linkedin,host_verifications_amex,host_verifications_manual_online,host_verifications_weibo,host_verifications_sent_id
1688,4080000,1194,"Boston, Massachusetts, United States",within an hour,100.0,100.0,0,East Boston,20,1,1,East Boston,Boston,02128,Boston,"Boston, MA",1,House,Private room,3,2.0,1.0,2.0,Real Bed,72.0,20.0,1,15.0,1,More than a week,3 months ago,30,60,90,90,75,86.0,9.0,9.0,9.0,9.0,9.0,9.0,0,strict,0,0,6,3.13,33,159.0,180.0,180,0.0,181.0,11,5,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0
1689,14844149,884,"Boston, Massachusetts, United States",,,,0,,1,1,1,East Boston,Boston,02128,Boston,"Boston, MA",0,Apartment,Private room,1,1.0,1.0,1.0,Real Bed,98.0,,1,0.0,2,More than a week,today,28,58,88,363,0,,,,,,,,0,flexible,0,0,1,,35,0.0,245.0,1000,337.0,131.0,7,4,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1690,7880828,387,"Boston, Massachusetts, United States",within an hour,100.0,98.0,0,East Boston,5,1,1,East Boston,Boston,02128,Boston,"Boston, MA",1,Apartment,Private room,1,1.5,1.0,1.0,Real Bed,79.0,10.0,1,0.0,1,More than a week,3 days ago,26,54,84,359,90,94.0,9.0,10.0,10.0,10.0,10.0,9.0,0,strict,0,0,3,6.99,31,102.0,285.0,1000,142.0,126.0,20,4,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1691,13064781,691,"Boston, Massachusetts, United States",within a day,70.0,70.0,0,Charlestown,1,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,Condominium,Entire home/apt,3,1.0,0.0,1.0,Real Bed,150.0,,1,0.0,1,Week or less,2 weeks ago,3,11,19,109,10,98.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,3.0,14,0.0,258.0,258,0.0,0.0,21,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1692,1541166,1890,"Boston, Massachusetts, United States",within a few hours,100.0,75.0,0,,1,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",0,Apartment,Entire home/apt,2,1.0,0.0,1.0,Pull-out Sofa,143.0,,1,0.0,2,More than a week,5 weeks ago,3,3,3,251,16,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,0.45,35,215.0,75.0,1000,0.0,0.0,14,5,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1693,8454985,825,"Boston, Massachusetts, United States",within a day,82.0,100.0,0,Newton,3,1,1,Charlestown,Charlestown,02129,Boston,"Charlestown, MA",1,Apartment,Entire home/apt,3,1.0,2.0,2.0,Real Bed,225.0,50.0,3,25.0,2,Week or less,6 weeks ago,10,40,70,160,7,97.0,10.0,9.0,10.0,10.0,9.0,9.0,0,moderate,0,0,1,0.59,26,133.0,248.0,1000,881.0,476.0,21,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1694,14769652,580,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,0,Charlestown,2,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Townhouse,Private room,2,1.5,1.0,1.0,Real Bed,160.0,,1,0.0,1,More than a week,1 week ago,27,53,83,83,0,,,,,,,,0,flexible,0,0,2,,32,0.0,433.0,433,0.0,0.0,16,4,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1695,77681,1952,"Boston, Massachusetts, United States",within a few hours,80.0,67.0,0,Charlestown,2,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,Bed & Breakfast,Private room,2,1.0,1.0,1.0,Real Bed,160.0,,1,0.0,2,More than a week,3 weeks ago,30,58,88,363,21,83.0,9.0,8.0,8.0,9.0,9.0,8.0,0,strict,0,0,2,0.35,31,228.0,0.0,324,0.0,0.0,11,3,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1696,4112178,687,"Boston, Massachusetts, United States",within an hour,100.0,100.0,0,Charlestown,1,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,Condominium,Entire home/apt,1,1.0,0.0,1.0,Real Bed,125.0,50.0,1,0.0,1,Week or less,6 weeks ago,0,0,0,0,1,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,0.79,22,0.0,97.0,97,0.0,0.0,16,3,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1697,5684598,209,"Livingston, New Jersey, United States",within a few hours,100.0,0.0,1,Charlestown,1,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,199.0,25.0,1,0.0,1,More than a week,3 weeks ago,0,0,0,248,19,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,1.14,29,403.0,106.0,1000,356.0,358.0,17,3,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1698,7109689,520,"Boston, Massachusetts, United States",within a day,90.0,60.0,0,,2,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",0,House,Entire home/apt,6,3.0,3.0,4.0,Real Bed,600.0,100.0,1,0.0,4,More than a week,6 weeks ago,4,34,64,339,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict,0,0,1,0.28,31,0.0,242.0,853,255.0,133.0,10,6,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0
1699,14924831,-158,US,,,,0,Charlestown,1,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,House,Private room,1,1.0,1.0,1.0,Real Bed,190.0,,1,0.0,1,More than a week,today,6,36,66,66,0,,,,,,,,0,moderate,0,0,1,,48,0.0,492.0,1000,0.0,0.0,12,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1700,29765,2127,"Boston, Massachusetts, United States",within an hour,100.0,100.0,0,Charlestown,4,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,295.0,25.0,2,25.0,2,More than a week,a week ago,2,12,36,269,90,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict,0,0,3,1.17,34,359.0,0.0,1000,0.0,0.0,20,3,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1701,14660635,1134,"Boston, Massachusetts, United States",,,,0,Charlestown,1,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,250.0,,1,0.0,2,More than a week,2 days ago,11,29,59,59,0,,,,,,,,1,flexible,0,0,1,,17,185.0,374.0,374,0.0,0.0,19,3,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
1702,5813992,1888,"Boston, Massachusetts, United States",,,,0,Charlestown,1,1,1,Charlestown,Boston (Charlestown),02129,Boston,"Boston (Charlestown), MA",1,Apartment,Entire home/apt,4,1.0,3.0,2.0,Real Bed,200.0,50.0,2,50.0,3,More than a week,2 months ago,0,0,0,0,1,80.0,10.0,10.0,10.0,8.0,8.0,8.0,0,strict,0,0,1,0.07,35,76.0,248.0,1000,390.0,162.0,12,4,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1703,3749523,1420,"Boston, Massachusetts, United States",within an hour,100.0,100.0,0,Charlestown,3,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,House,Entire home/apt,7,3.0,4.0,5.0,Real Bed,500.0,125.0,6,50.0,1,More than a week,today,10,25,45,314,112,93.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict,0,0,1,4.4,34,208.0,472.0,1000,353.0,301.0,24,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0
1704,1587540,1562,"Boston, Massachusetts, United States",within a few hours,100.0,100.0,0,Charlestown,1,1,1,Charlestown,Charlestown,02129,Boston,"Charlestown, MA",1,House,Entire home/apt,4,1.5,3.0,3.0,Real Bed,299.0,,0,0.0,2,More than a week,yesterday,0,0,8,14,26,95.0,9.0,10.0,10.0,10.0,10.0,10.0,0,strict,0,1,1,0.92,35,199.0,0.0,1000,710.0,313.0,19,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1705,10253899,864,"Boston, Massachusetts, United States",within an hour,100.0,0.0,0,,2,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",0,House,Entire home/apt,6,2.0,4.0,5.0,Real Bed,250.0,125.0,1,0.0,3,More than a week,yesterday,0,0,0,74,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,0.85,32,196.0,246.0,246,0.0,0.0,22,5,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1706,45987,2184,"Boston, Massachusetts, United States",within an hour,100.0,88.0,0,Charlestown,2,1,1,Charlestown,Charlestown,02129,Boston,"Charlestown, MA",1,Apartment,Entire home/apt,3,0.0,1.0,1.0,Real Bed,125.0,100.0,1,50.0,3,More than a week,today,30,60,90,365,98,92.0,9.0,9.0,9.0,9.0,10.0,9.0,0,strict,1,1,2,1.33,34,406.0,0.0,1000,20.0,49.0,13,5,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1707,7009774,281,"Boston, Massachusetts, United States",,,,0,Charlestown,1,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,Condominium,Entire home/apt,6,3.0,3.0,3.0,Real Bed,599.0,,1,0.0,2,Week or less,15 months ago,0,0,0,0,0,,,,,,,,0,moderate,0,0,1,,32,0.0,238.0,238,0.0,0.0,16,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1708,14136509,-112,US,a few days or more,17.0,100.0,0,Charlestown,1,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,Condominium,Private room,1,1.5,1.0,1.0,Real Bed,175.0,,1,0.0,2,Week or less,7 weeks ago,27,57,87,362,0,,,,,,,,0,flexible,0,0,1,,50,0.0,494.0,494,0.0,0.0,19,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1709,5174821,502,"Boston, Massachusetts, United States",within an hour,100.0,100.0,0,Charlestown,1,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Private room,2,1.0,1.0,1.0,Real Bed,150.0,,1,0.0,1,More than a week,3 months ago,0,0,0,0,50,94.0,10.0,10.0,10.0,10.0,9.0,10.0,0,moderate,0,0,1,2.69,34,578.0,90.0,999,278.0,202.0,17,4,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1710,12432535,1239,"Boston, Massachusetts, United States",within a day,100.0,94.0,0,Charlestown,1,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,200.0,,2,25.0,2,More than a week,2 days ago,16,43,73,73,7,97.0,9.0,9.0,10.0,10.0,10.0,10.0,0,moderate,0,0,1,2.84,49,389.0,255.0,1000,462.0,443.0,16,5,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0
1711,8613870,1304,"Boston, Massachusetts, United States",,,,0,Charlestown,1,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Private room,3,1.0,1.0,2.0,Real Bed,150.0,,1,0.0,1,More than a week,5 months ago,0,0,0,0,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,flexible,0,0,1,0.39,32,113.0,248.0,1000,0.0,242.0,13,4,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1712,13414159,87,"Boston, Massachusetts, United States",within an hour,100.0,97.0,0,Charlestown,1,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Condominium,Entire home/apt,6,2.0,2.0,4.0,Real Bed,234.0,75.0,4,25.0,2,More than a week,a week ago,11,14,38,126,14,99.0,10.0,10.0,9.0,10.0,9.0,9.0,1,moderate,0,0,1,5.83,46,258.0,491.0,508,0.0,16.0,23,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0
1713,2798599,723,"Boston, Massachusetts, United States",within a day,100.0,100.0,0,,1,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",0,Apartment,Private room,2,1.0,1.0,1.0,Futon,200.0,25.0,1,0.0,1,More than a week,3 months ago,0,0,0,248,0,,,,,,,,0,moderate,0,0,1,,32,171.0,245.0,245,0.0,0.0,17,4,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0
1714,12825412,106,US,,,,0,Charlestown,1,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,House,Entire home/apt,4,2.5,3.0,3.0,Real Bed,200.0,,1,0.0,2,More than a week,2 months ago,0,0,0,0,5,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,flexible,0,0,1,2.0,31,0.0,249.0,1000,491.0,402.0,28,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1715,14594810,-138,US,,,,0,Charlestown,1,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,249.0,,1,0.0,2,More than a week,3 weeks ago,28,58,88,88,0,,,,,,,,1,flexible,0,0,1,,27,0.0,114.0,114,0.0,0.0,10,5,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
1716,1421610,385,"Boston, Massachusetts, United States",within a few hours,100.0,0.0,0,Charlestown,1,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Entire home/apt,4,2.0,2.0,2.0,Real Bed,320.0,,4,0.0,3,More than a week,a week ago,0,0,0,9,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,strict,0,0,1,0.17,35,263.0,0.0,1000,549.0,0.0,18,4,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1717,619142,1965,"Boston, Massachusetts, United States",within an hour,100.0,91.0,0,Charlestown,2,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Entire home/apt,2,1.0,1.0,1.0,Real Bed,175.0,,0,0.0,3,More than a week,2 months ago,3,9,9,247,105,95.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict,1,1,2,2.11,32,981.0,246.0,1000,188.0,451.0,10,5,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1718,93505,1972,"Boston, Massachusetts, United States",within an hour,100.0,91.0,0,Charlestown,2,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Entire home/apt,4,1.0,2.0,2.0,Real Bed,199.0,,0,0.0,3,More than a week,2 months ago,11,23,23,269,166,94.0,9.0,9.0,10.0,10.0,10.0,9.0,0,strict,1,1,2,2.57,33,981.0,246.0,1000,84.0,217.0,8,5,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1719,3721095,987,"Massachusetts, United States",within an hour,90.0,100.0,1,Charlestown,1,1,1,Charlestown,Charlestown,02129,Boston,"Charlestown, MA",1,Apartment,Entire home/apt,6,2.0,3.0,3.0,Real Bed,375.0,80.0,1,0.0,2,More than a week,3 days ago,9,20,47,313,98,99.0,10.0,10.0,10.0,10.0,9.0,10.0,1,moderate,0,0,1,3.9,31,0.0,250.0,940,223.0,227.0,19,4,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1720,44205,2294,"Boston, Massachusetts, United States",within an hour,100.0,100.0,0,Charlestown,4,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",0,House,Entire home/apt,2,1.0,1.0,1.0,Real Bed,235.0,25.0,2,25.0,2,More than a week,today,6,19,37,264,76,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict,0,0,3,1.04,30,359.0,0.0,1000,0.0,0.0,18,3,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1721,4402259,676,"Boston, Massachusetts, United States",within a day,100.0,50.0,0,Charlestown,1,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Entire home/apt,2,1.0,0.0,2.0,Real Bed,175.0,,2,15.0,1,Week or less,3 days ago,2,12,42,317,33,93.0,9.0,9.0,10.0,10.0,10.0,9.0,0,flexible,0,0,1,1.56,30,0.0,248.0,871,115.0,55.0,16,4,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0
1722,1223050,1418,"Boston, Massachusetts, United States",within a few hours,100.0,85.0,0,Charlestown,4,1,1,Charlestown,Charlestown,02129,Boston,"Charlestown, MA",1,House,Private room,1,1.0,1.0,1.0,Real Bed,100.0,,0,0.0,1,Week or less,today,3,13,25,60,39,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,strict,0,0,4,1.01,15,2329.0,261.0,1000,62.0,76.0,18,5,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0
1723,189965,2185,"Boston, Massachusetts, United States",within an hour,100.0,88.0,0,Charlestown,2,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,House,Private room,2,1.0,1.0,1.0,Real Bed,125.0,100.0,1,50.0,3,More than a week,3 weeks ago,15,45,75,350,33,95.0,10.0,10.0,10.0,10.0,10.0,9.0,0,strict,1,1,2,0.53,35,406.0,0.0,1000,85.0,0.0,9,5,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
1724,6268805,1536,"Boston, Massachusetts, United States",within an hour,100.0,100.0,1,Charlestown,1,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Entire home/apt,4,1.0,1.0,1.0,Real Bed,260.0,75.0,2,20.0,1,More than a week,today,2,2,5,69,42,97.0,10.0,10.0,10.0,10.0,9.0,9.0,0,strict,0,0,1,2.67,45,961.0,497.0,1000,876.0,573.0,21,6,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0
1725,14834305,266,US,within a few hours,96.0,99.0,0,Somerville,14,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,House,Private room,1,1.0,1.0,1.0,Real Bed,55.0,,1,0.0,1,More than a week,6 days ago,5,35,65,340,0,,,,,,,,0,flexible,0,0,3,,34,0.0,69.0,69,0.0,0.0,14,3,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1726,14296152,415,US,within a few hours,96.0,99.0,0,Somerville,14,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",1,House,Private room,1,1.0,1.0,1.0,Real Bed,55.0,25.0,1,10.0,1,More than a week,a week ago,6,36,66,341,1,80.0,8.0,4.0,10.0,10.0,10.0,10.0,0,strict,0,0,3,1.0,34,0.0,432.0,432,0.0,0.0,16,3,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
1727,13951579,-50,US,within a day,100.0,0.0,0,,1,1,0,Charlestown,Boston,02129,Boston,"Boston, MA",0,Condominium,Entire home/apt,6,1.5,2.0,2.0,Real Bed,219.0,,1,0.0,1,More than a week,5 weeks ago,0,0,0,0,0,,,,,,,,0,flexible,0,0,1,,33,0.0,261.0,261,0.0,0.0,19,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1728,13163259,671,"Boston, Massachusetts, United States",,,,0,Charlestown,1,1,1,Charlestown,Boston,02129,Boston,"Boston, MA",1,Apartment,Entire home/apt,3,1.0,1.0,1.0,Real Bed,150.0,,1,0.0,2,More than a week,4 months ago,0,0,0,0,1,80.0,10.0,8.0,10.0,10.0,8.0,8.0,0,flexible,0,0,1,0.3,39,0.0,471.0,471,0.0,0.0,19,5,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0
