,words,count
98,best,3323
82,after,3311
459,days,3248
621,welcome,3207
189,extremely,3188
809,coffee,3161
521,available,3100
24,minute,3093
36,always,3052
509,public,3046
591,many,3005
164,quick,2998
178,kind,2979
529,been,2956
103,come,2947
251,where,2929
990,able,2924
246,while,2883
161,better,2878
317,find,2866
478,most,2865
128,places,2833
2088,building,2808
346,left,2792
430,morning,2764
2759,studio,2734
102,things,2716
208,train,2712
71,quite,2711
111,near,2700
769,bedroom,2687
114,anyone,2670
108,them,2651
195,communication,2635
620,warm,2635
334,because,2626
412,meet,2604
303,enough,2603
306,awesome,2601
373,late,2560
627,lots,2557
791,being,2492
207,town,2444
30,both,2427
39,though,2391
969,plenty,2339
271,looking,2326
482,floor,2322
78,food,2309
206,went,2301
850,absolutely,2295
79,nearby,2285
510,transportation,2278
637,towels,2207
106,want,2206
322,getting,2194
259,door,2191
2155,itself,2186
586,information,2184
649,listing,2175
171,every,2173
495,shops,2173
464,private,2170
1736,such,2140
1111,north,2134
608,guests,2130
972,park,2122
766,pictures,2099
1141,center,2086
348,nights,2077
185,living,2067
866,work,2061
1261,found,2051
858,stop,2047
136,pleasant,2047
1227,très,2033
1629,weekend,2023
1673,unit,2016
1289,couple,2009
19,pretty,2003
228,person,1993
147,recommended,1985
392,never,1977
694,nous,1954
813,etc,1949
325,whole,1944
581,early,1944
142,help,1922
838,large,1893
148,neighbourhood,1877
60,problem,1856
33,amenities,1855
99,over,1849
331,instructions,1848
364,down,1844
268,easily,1842
855,love,1836
312,needs,1835
554,bed,1834
391,although,1824
964,comfy,1802
797,take,1797
1424,water,1785
494,local,1774
159,couldnt,1764
712,since,1755
645,visiting,1751
321,having,1715
801,spot,1711
90,wifi,1702
607,hotel,1686
865,going,1675
182,full,1670
652,took,1666
1162,shower,1657
69,metro,1654
226,dont,1652
450,friends,1648
374,checkin,1647
118,price,1647
619,appreciated,1645
650,helped,1622
528,ever,1613
110,you,1605
88,rooms,1589
2068,hill,1587
1244,know,1582
143,too,1578
409,day,1578
949,south,1555
75,quickly,1553
62,fine,1547
6209,jason,1545
61,worked,1537
105,part,1529
658,long,1529
197,however,1526
140,anything,1519
405,sleep,1516
2190,beds,1510
256,wasnt,1486
2114,view,1478
35,plus,1475
648,through,1471
997,youre,1470
129,flat,1465
784,especially,1465
1484,cute,1460
635,description,1460
504,blocks,1455
988,flexible,1453
261,all,1453
215,came,1447
1500,equipped,1442
588,reservation,1435
1825,accurate,1433
2157,charming,1424
2696,sean,1424
1123,out,1421
138,free,1420
41,outside,1419
330,clear,1407
1406,used,1390
1803,decorated,1373
1260,making,1368
23,last,1364
1418,expected,1362
1722,times,1360
1014,happy,1360
839,perfectly,1329
2231,keys,1324
11,then,1322
2090,fenway,1316
4174,lisa,1314
1796,condo,1313
1615,noise,1311
448,ride,1307
402,without,1304
166,return,1304
250,wanted,1297
842,corner,1295
2604,jamaica,1293
1605,light,1255
263,across,1251
496,enjoy,1249
500,book,1245
1313,central,1244
1487,bars,1244
2608,husband,1241
341,thing,1238
2207,end,1232
421,friend,1223
992,another,1222
318,cant,1221
335,flight,1215
1378,pour,1214
422,leave,1209
4,cool,1206
1951,kept,1202
356,directions,1201
1486,recommendations,1200
550,accessible,1198
1184,front,1197
1098,welcomed,1197
885,future,1193
1593,extra,1191
672,bien,1188
795,advertised,1183
300,common,1180
349,shared,1177
533,several,1161
2365,photos,1160
1637,hope,1154
160,asked,1151
388,travel,1148
146,conveniently,1146
1198,property,1145
347,spent,1144
262,luggage,1136
55,issue,1136
768,walked,1133
1324,using,1128
986,gracious,1126
1617,fresh,1125
605,three,1125
863,week,1115
4428,orange,1114
827,block,1113
807,offered,1105
1196,responded,1103
2067,beacon,1094
299,fridge,1092
526,heart,1089
1241,store,1082
1242,uber,1080
834,each,1080
399,still,1078
1386,centre,1076
394,contact,1073
600,including,1073
43,look,1068
447,less,1067
2150,incredibly,1056
543,think,1055
2398,modern,1039
544,second,1032
1194,ideal,1030
2078,posting,1022
574,makes,1017
362,stairs,1010
80,simple,1010
2173,shopping,1008
828,transport,1007
2076,canceled,1006
1251,explore,1000
6855,sarah,994
970,privacy,993
2210,freedom,991
1116,trail,991
1992,tips,990
149,might,989
1247,should,988
489,coming,984
130,tidy,983
967,ready,983
2077,automated,981
1276,open,981
541,process,978
2388,everywhere,973
442,upon,971
1315,stocked,970
942,give,970
961,evening,968
236,guest,959
630,answered,955
167,respond,950
1957,green,949
1980,neat,947
502,theres,942
2605,plain,940
1640,same,931
569,touch,930
781,issues,929
247,booking,929
946,throughout,928
859,nicely,918
826,and,913
840,transit,912
532,actually,912
156,value,905
1005,once,905
1200,suggestions,903
965,main,902
1303,restaurant,898
540,said,889
1290,huge,888
7143,susan,883
1779,robert,881
664,dans,880
1601,showed,879
1280,accommodations,874
1076,for,867
1999,size,867
1661,hours,863
642,sweet,859
352,interesting,857
977,grocery,851
1018,spend,849
1596,hospitality,847
1981,communicate,845
789,care,845
2621,sehr,842
804,delicious,837
324,fast,836
4735,foods,832
1672,stores,825
1015,certainly,824
19493,hermina,818
631,immediately,818
320,others,817
437,chance,815
1557,looks,814
151,liked,812
369,traveling,805
770,booked,805
1635,convention,804
633,had,800
2561,above,798
2452,almost,796
2003,conference,796
221,bedrooms,795
1011,entire,795
1037,live,794
1742,wife,794
1146,anywhere,791
332,problems,790
241,email,789
1047,deal,787
796,checking,787
872,rest,783
959,steps,782
966,attractions,780
1814,snacks,774
2580,exploring,774
2504,deck,772
135,furnished,771
133,real,771
1167,checked,770
2208,appartment,769
121,attentive,769
309,pictured,768
1201,dinner,765
487,until,765
2489,window,757
1254,organized,756
274,those,752
174,truly,752
867,business,750
8154,chris,748
1626,slept,747
1745,rental,744
190,stops,742
1554,busy,738
615,accommodation,736
188,areas,736
518,reach,736
438,thought,736
1682,something,733
491,different,729
3472,hospitable,729
446,ive,726
1320,windows,726
555,prompt,718
1016,everyone,713
654,bath,712
1316,wish,712
708,service,712
522,phone,712
225,basement,710
1852,gorgeous,709
523,text,708
2121,fully,704
636,sheets,704
968,answer,703
49,prepared,703
204,totally,702
492,checkout,701
545,noisy,700
1216,pleasure,696
209,takes,696
2286,historic,693
821,beyond,693
799,bright,693
117,enjoyable,691
549,keep,691
1799,garden,691
472,cosy,687
1091,someone,687
1973,communicative,687
1643,working,685
45,inside,685
1989,advice,684
1824,mattress,684
395,else,682
1259,allowed,681
1977,tour,681
1522,high,681
4640,daughter,679
837,along,679
77,mins,677
2195,internet,672
367,bags,667
2568,four,665
1265,greeted,663
785,prior,660
2451,longer,659
433,nothing,658
218,basic,656
1569,later,654
2689,harvard,653
1249,one,652
1321,cold,651
3956,fabulous,650
1690,looked,648
2236,wine,648
145,him,648
764,laundry,640
3934,thoughtful,634
355,detailed,633
1009,note,630
301,bathrooms,628
368,unfortunately,628
1754,soon,626
853,given,625
1840,beautifully,621
245,told,619
1867,offer,619
2174,middle,618
2227,car,617
1568,thats,616
21503,bruce,616
2985,literally,615
2970,possible,614
1747,start,613
1138,worth,613
2355,market,612
2591,group,612
1218,smooth,609
2189,cook,608
1553,seemed,606
431,hear,605
1197,messages,605
1120,details,604
941,plan,600
718,choice,599
792,situated,598
860,appointed,596
2136,her,594
18850,jose,593
1097,wouldnt,592
1586,promptly,592
365,hard,591
571,does,591
319,expect,591
695,avons,590
4194,muffins,589
2957,newbury,587
1414,rent,586
290,casa,583
2435,schedule,582
345,hour,581
2378,show,579
1228,notre,576
2670,drive,575
2437,dining,575
4109,useful,575
1189,talk,574
240,sent,572
580,myself,572
1307,the,571
987,generous,570
2050,options,570
2370,hostess,569
2912,bring,568
1555,sleeping,568
1149,probably,568
1846,five,568
1556,couch,567
340,confortable,567
1485,provide,565
3954,square,561
1428,cafes,560
2218,incredible,558
253,upstairs,558
537,side,556
699,quartier,555
5544,mary,555
439,system,554
302,facilities,554
383,convenience,553
1283,toiletries,552
3124,charles,549
344,waiting,549
1853,entrance,548
1177,kids,546
4814,terrific,545
2328,providing,540
2770,table,534
517,forward,534
984,between,533
1766,way,529
89,spotless,529
2755,appartement,528
831,ill,526
818,italian,522
674,avec,521
2385,adorable,521
611,cleaning,521
1176,parents,520
452,hidden,520
1670,cooking,518
418,dirty,517
585,beat,516
2082,relaxing,515
1606,loud,514
11039,jonathan,512
254,fact,512
2597,expectations,511
917,para,511
4280,bonus,511
775,leaving,510
1212,already,506
424,dryer,505
2963,boyfriend,505
2175,sites,504
1284,case,504
1239,séjour,504
2324,peaceful,501
273,mind,500
2888,weather,500
201,completely,497
1312,called,495
1993,eat,493
665,était,493
4906,steve,492
125,info,490
1812,walkable,489
454,proximity,488
3717,lappartement,488
957,difficult,488
2542,views,487
172,point,486
1416,money,486
790,despite,485
255,owner,484
1272,arriving,484
2234,cambridge,484
1585,call,483
6135,loft,483
1345,tout,483
1558,shown,483
440,done,482
2066,linens,481
443,lock,480
1771,alex,480
342,arrive,480
657,wait,476
1990,bostons,476
1724,maps,476
499,willing,476
592,positive,475
1648,base,475
1945,items,475
1653,meeting,473
2185,relax,473
1170,pleased,473
1409,conditioning,472
100,taking,472
1075,these,472
2556,summer,471
662,maison,469
2137,traffic,468
381,finding,466
44,inviting,465
5534,barney,464
58,share,463
2230,pick,462
378,request,462
420,either,461
1809,closet,461
3380,question,461
4738,commons,460
3359,roof,459
2109,accommodate,458
1171,breeze,456
971,trouble,455
1252,foot,453
1158,stuff,453
811,fruit,453
978,shop,449
1008,personal,449
1125,consider,448
1868,company,448
1258,downstairs,448
1277,use,448
1432,john,448
1801,hesitate,447
2097,marathon,447
2111,centrally,445
774,sharing,443
2289,professional,443
681,chambre,442
2138,half,442
1972,sofa,442
669,métro,441
2291,apt,441
3135,major,440
229,rather,440
1147,bay,439
1639,year,438
1559,picture,438
1574,ourselves,438
559,streets,438
606,isnt,437
2233,sights,437
593,reviews,437
1435,tourist,437
2433,spots,436
2364,cats,436
1246,important,435
1350,mais,435
2653,thoroughly,434
8373,charlestown,433
6238,andrew,433
12115,michelle,432
7610,rooftop,432
4027,james,431
4852,furniture,430
2581,road,428
3382,communicated,428
1763,giving,428
2043,sightseeing,427
2022,special,427
4173,considerate,426
2113,quaint,426
2065,departure,425
1762,maintained,425
2507,books,424
1618,drop,424
4047,cannot,423
1688,number,421
1020,hotels,421
4750,third,421
329,izzy,418
1061,residential,417
3355,college,415
1269,neighbors,415
1105,affordable,414
419,cleaned,414
582,logan,413
1970,immaculate,413
297,included,411
1577,necessary,410
120,lot,409
14839,bernie,408
3323,communicating,405
1794,girlfriend,404
1710,quality,404
4791,copley,404
3988,supermarket,403
2612,stations,403
1533,emails,403
336,taxi,403
1104,otherwise,402
1053,character,401
3125,river,401
1107,knew,400
2438,list,399
1938,single,398
1597,choose,397
4178,brian,397
3052,glad,396
2668,bottle,395
1647,provides,393
2008,desk,393
2485,life,392
524,whenever,392
13227,cindy,391
3780,ended,390
717,was,389
713,rented,389
2211,paul,389
6653,jeff,388
892,mentioned,387
1031,running,387
2679,true,386
565,fairly,386
1793,wed,386
2048,floors,386
2386,weeks,385
2993,moment,385
782,vacation,385
239,level,384
720,condition,384
258,feeling,384
1219,move,384
644,together,383
1017,doesnt,382
1490,maybe,382
1725,handy,381
1732,heat,380
20095,sally,379
1847,suite,378
6820,sara,376
4568,delightful,375
1628,agréable,373
1131,touches,373
441,smoothly,372
2350,charm,372
1211,hall,371
5975,surrounding,371
634,seems,371
2167,accommodated,370
667,propre,370
2204,tons,366
2578,soap,363
131,patio,363
397,overnight,363
1855,youll,363
353,chat,363
5148,must,362
1820,received,362
360,detail,362
788,taken,361
567,blue,361
6070,adam,361
2456,shampoo,360
6212,jasons,360
2546,renovated,360
1633,directly,358
1844,simply,358
963,homey,358
1521,flights,357
1727,hand,357
7451,eddie,356
1667,mile,356
1790,machine,356
3042,meals,356
435,expensive,355
584,option,355
2510,comfortably,355
223,comfort,354
15745,phyllis,354
2099,favorite,353
1997,beach,353
2513,reasonable,353
1962,history,352
8873,dog,351
862,earlier,351
2718,game,350
814,feels,350
944,response,349
1791,dark,348
4855,cable,347
587,hang,347
1273,under,346
5339,unique,346
2089,lines,345
2418,seamless,344
2276,appliances,344
1594,pillows,343
7655,anthony,342
1458,logement,342
578,secure,342
3670,listed,340
91,superb,339
4642,added,339
714,travelers,338
1828,card,338
2719,older,337
2380,wont,337
3706,planning,335
1365,tell,335
2601,situé,335
5078,andrea,335
2345,italy,334
2125,elevator,334
610,cleanliness,334
1560,conversation,334
938,todo,333
501,notice,333
643,personally,333
272,cheap,332
994,aware,332
1656,tried,331
1749,district,331
1851,mention,330
9516,pond,330
3664,appreciate,330
469,decent,329
2399,decor,328
2983,apartments,327
3136,eating,327
2442,brought,326
6023,mike,326
2500,regarding,326
107,doing,324
1746,easier,324
6721,bill,324
556,message,323
874,strongly,323
4999,month,323
2692,seeing,323
1948,cookies,321
687,situation,321
1738,opportunity,321
2701,conditioner,321
23186,tiffany,321
2538,adults,320
3831,microwave,319
982,guy,319
2405,order,318
1815,clearly,318
1144,least,317
200,toilet,317
8162,terry,316
4723,answering,316
1155,100,316
3653,plans,315
2290,functional,315
227,smell,314
1420,entry,314
2285,children,314
4490,general,313
384,werent,313
3371,drinks,313
575,uncomfortable,312
721,url,311
1636,bus,311
4824,museum,310
1620,turned,310
629,hes,310
2656,requests,309
1573,atmosphere,309
5528,carney,309
4727,visited,308
1191,victoria,308
1804,attention,308
836,addition,308
220,walls,308
1527,works,308
2164,historical,307
2589,parts,306
3538,hair,306
4172,elizabeth,306
1968,timely,305
2282,steep,305
456,complaints,305
5318,contacted,304
829,buses,303
3128,young,303
2904,previous,302
2764,course,302
2377,watch,301
641,okay,301
2000,complete,300
6919,milk,299
1563,letting,298
1129,supplies,298
5349,david,298
2384,alone,297
553,style,297
1658,not,297
604,change,296
3049,see,295
560,filled,295
1576,efficient,295
1038,lives,295
1429,mostly,295
3127,garage,294
1185,stars,294
871,separate,294
361,narrow,293
2648,essentials,292
2533,minor,291
503,cafe,291
1411,often,291
371,east,290
4515,multiple,290
4751,dogs,290
2039,big,289
2292,suggest,289
16288,jessica,289
2172,roomy,288
337,cost,288
1159,travelling,288
3955,pass,288
26531,ravi,288
1666,finally,287
1941,helping,287
4381,head,287
1608,particularly,287
468,calm,286
5641,instead,286
1271,party,286
4936,julie,286
2002,attending,286
1496,but,286
23660,danielle,286
1404,tiny,286
1222,delayed,285
2768,disappointed,285
802,driving,285
2146,parks,284
4442,bother,284
1364,drink,283
1706,kindly,283
2754,seans,283
2610,porch,283
1663,trying,283
1010,further,283
1943,nearest,283
1257,lucky,283
425,washer,283
2122,guide,283
2780,picked,283
4084,lived,282
1372,chez,282
10108,robin,282
1604,natural,281
493,goes,281
235,except,280
2620,haben,280
1495,informative,280
4676,homemade,279
12322,michael,279
16320,alicia,278
32421,hilary,278
19998,kristina,278
1036,community,278
1118,accomodating,277
1810,greet,277
2634,wohnung,277
5094,amount,276
1650,responding,276
5461,houses,276
3926,matt,275
1777,guys,275
2687,years,275
856,catch,275
3928,balcony,274
13969,alan,274
2752,music,274
1205,caring,274
4646,ensure,273
4967,hosting,273
4809,brownstone,273
3134,prudential,272
3084,possibly,272
1728,towel,272
2535,renting,271
5243,sont,271
1013,polite,270
2690,university,270
8407,frank,270
1588,refrigerator,270
1589,clothes,268
710,world,268
3229,ceiling,268
3607,beginning,267
1528,sink,266
1849,respectful,266
2333,arrangements,266
983,laid,266
1028,negative,266
3050,review,265
1339,ville,265
1204,relaxed,265
2574,nicer,265
3427,paid,264
954,considering,264
2051,soft,264
3458,advance,263
1436,site,263
1134,groceries,263
4519,shes,263
13996,edward,262
8705,cynthia,262
2420,surprise,262
2571,wall,261
2235,surprised,261
8202,church,261
570,gets,261
11545,erin,260
2395,new,260
5331,ample,260
2035,bedding,259
11185,shawn,259
628,environment,259
3316,behind,259
1580,blankets,259
1991,ease,258
3899,dishes,258
389,follow,258
5690,granola,257
2790,eine,256
4811,happily,255
3536,doors,255
144,talking,254
1004,explained,254
2569,grateful,254
1168,midnight,253
2107,star,253
1986,bigger,253
187,connection,253
3543,communications,253
719,roommate,252
3086,basically,252
1366,experiences,251
1822,arranged,251
339,shuttle,250
3907,code,250
4235,auch,250
777,downside,250
1865,bike,249
623,locations,249
3932,richard,248
2660,pressure,248
1827,charlie,248
13642,roberts,248
1838,neighborhoods,248
311,adequate,247
2179,terms,247
455,key,247
2144,visitors,246
845,heater,246
1954,conversations,246
2182,harbor,246
1952,yourself,246
46,himself,246
1203,activities,246
4417,drove,246
6534,chinatown,245
3946,heartbeat,245
884,trips,244
1136,pizza,243
4554,alles,242
231,two,242
396,brief,242
12466,marie,241
2188,utensils,241
343,read,241
2559,couples,241
1699,sitting,241
4198,juice,241
4460,treat,240
999,planned,240
4480,tea,240
1561,understanding,240
2710,anytime,240
2431,larger,240
1213,meal,240
2537,smaller,239
589,additional,239
10040,margaret,239
2428,old,239
857,crash,238
6531,boat,238
13377,kate,238
929,como,237
1848,seen,237
1609,sleeper,237
477,chose,237
812,bread,236
1857,warmly,236
1437,seem,235
16406,barry,235
277,fun,235
18,managed,234
377,reply,234
2069,navigate,234
887,1015,233
5535,carneys,233
213,fixed,233
1677,months,233
19498,herminas,232
4774,steven,231
1634,commute,230
3289,nicht,229
516,straight,228
4078,zimmer,228
13992,susans,228
1833,dorchester,227
2343,weve,227
2824,apartamento,227
296,necessities,227
5088,outstanding,227
4851,tastefully,226
2587,suited,226
473,impressed,226
1161,wants,226
379,thorough,225
1872,satisfied,225
4975,min,225
519,enter,224
2187,somewhere,224
4684,allowing,224
1783,hanging,223
3233,paper,223
1808,queen,223
4183,lisas,222
3714,baby,222
2616,reason,222
9535,medical,222
1175,relatively,222
5951,past,221
6430,office,221
2961,slightly,221
1703,gives,221
2541,construction,221
4379,arboretum,221
4874,sunny,221
2222,miss,220
701,calme,220
1862,passes,220
169,concerns,220
4779,updated,220
490,decided,219
5442,wonderfully,219
579,traveler,219
5669,crossing,219
2774,indeed,219
2906,offers,218
326,offering,218
3953,furnishings,218
15352,molly,217
3451,did,217
28930,gerald,216
808,various,216
15798,derian,216
1744,spaces,215
2288,staff,215
4934,broken,214
1584,settled,214
4968,afternoon,214
2703,imagine,214
1190,manager,213
2545,recently,212
3352,double,212
4067,netflix,212
5631,scott,212
1770,owners,211
2699,fancy,211
4195,bagels,211
2599,greatly,210
1178,school,210
6827,sarahs,210
3141,tight,209
2709,cleaner,209
2394,brand,209
3466,joes,209
5315,todd,209
3918,mother,209
1686,spending,208
5041,wedding,208
6708,ahead,208
557,responses,208
465,heard,208
4795,waited,208
1517,wrong,208
2361,hills,207
6178,sister,207
2232,returning,207
8374,bunker,207
2354,quincy,207
2296,molto,207
22131,rachel,206
1789,washing,206
2168,waterfront,206
6366,below,205
6659,dave,205
6873,herself,204
1164,changed,204
1353,vous,204
974,anyway,203
2991,replied,203
4495,elle,203
4373,exceeded,203
817,closed,202
3424,play,202
370,heavy,202
3627,maker,201
363,leading,201
4782,complaint,201
5157,twice,201
868,believe,200
4323,youd,200
6046,off,199
779,sometimes,199
2911,mornings,199
4848,texts,198
4837,adams,198
3916,beer,198
1220,storage,198
1959,exceptional,197
2675,promised,197
1039,state,197
4083,comes,197
1225,fait,197
4804,christina,196
4419,graduation,195
5650,effort,195
4163,suggested,195
5348,eateries,195
7587,kevin,194
2611,forest,194
1256,moving,194
2724,absolute,194
23461,duane,194
5769,knowledgeable,194
4823,hynes,194
1513,ground,193
3431,mass,193
39350,kostas,193
5562,victorian,193
2381,regret,193
3710,trains,193
5140,master,193
14080,maria,193
815,opened,192
1003,direction,192
4753,backyard,191
18704,roger,191
9022,paige,191
5480,layout,191
1987,yard,191
3887,accurately,191
562,parked,191
1795,honestly,191
2883,courteous,191
546,evenings,190
2397,team,190
2948,queries,190
864,returned,190
219,thin,190
4849,stays,190
12708,kelly,190
1329,lack,190
711,budget,189
3542,está,189
1911,petit,189
3126,please,189
3375,partner,189
3834,knows,188
847,temperature,188
2410,departamento,188
5004,plains,188
4200,variety,188
295,sized,188
366,carry,188
2020,saturday,187
3595,limited,187
520,readily,187
3674,july,187
2034,sound,187
1052,generally,187
7337,pied,187
4409,rules,186
2151,patient,186
4462,miles,186
3672,lost,186
1937,texted,186
849,interest,186
3099,sauber,185
7397,oasis,185
5000,newly,185
950,sensitive,184
1291,luxury,184
3100,aber,184
4714,,184
196,brother,184
2450,getaway,184
803,cooked,184
947,snow,183
4400,memorable,183
624,connected,183
1524,rate,183
3550,points,183
2071,gladly,183
2127,hôte,182
10346,deborah,182
655,usually,182
3682,waren,182
6935,thomas,182
4863,airy,182
10102,francine,181
4808,1520,181
1984,reached,181
283,excelente,181
877,baked,181
43346,howard,181
457,setup,181
2170,interior,181
1873,hesitation,180
4900,worry,180
1446,roommates,180
913,pero,180
6810,urban,180
52,510,180
3013,barrio,180
1183,board,179
2693,lively,179
2563,brilliant,179
18887,katie,179
4672,advantage,179
1143,means,178
6524,roxbury,178
6818,bakery,177
1464,cest,177
8961,beth,177
7616,toms,177
2554,heating,177
622,experienced,177
4112,forgot,177
445,whatever,177
5941,flowers,177
596,started,177
9150,valerie,177
671,cuisine,176
5005,aquarium,176
19984,liesl,176
9430,javier,175
3120,chair,175
3799,recommendation,175
1474,salle,175
1383,proche,175
1781,stylish,175
891,met,175
2773,inquiries,174
4611,breakfasts,174
2278,hassle,174
1869,saved,173
3318,strong,173
260,locked,173
4289,taste,173
2457,buildings,173
875,sense,173
4066,actual,173
1623,watching,172
1422,supplied,172
1843,address,172
14085,drew,172
4505,vraiment,172
3446,winter,172
4910,understand,171
3917,jennifer,171
2988,earplugs,171
1217,rail,171
3157,cons,171
5138,concierge,171
6087,iron,171
4093,required,171
2336,pack,171
1685,interested,171
7200,cat,170
5324,wanting,170
155,matter,170
800,bad,170
2376,invited,170
3191,sheet,170
2403,starbucks,169
1297,centro,169
28162,andree,169
2056,exceptionally,169
696,passé,169
2382,it,169
2736,stove,168
2193,concerned,168
810,chocolate,168
4838,brewery,168
3129,hold,168
1394,merci,168
1845,doubt,168
9891,aris,168
2884,setting,167
3606,besides,167
1045,hostel,167
1403,staircase,167
2572,units,167
3957,wellequipped,167
1173,tricky,167
894,cerca,167
10075,ashley,167
2417,inout,166
2220,mikes,166
33711,ivan,166
40278,afiyah,166
930,solo,166
4563,haus,165
4916,fans,165
3165,wash,165
3167,fault,165
1022,self,165
1466,beaucoup,164
4196,cereal,164
4919,moved,164
1774,pubs,164
458,izzys,164
4558,sind,163
2119,communicator,163
5368,stunning,163
3450,compared,163
6109,homes,163
4368,chatting,163
773,total,163
5202,lights,163
3525,missing,162
22562,rebecca,161
427,assistant,161
3397,event,161
3193,bottles,161
2158,justice,161
6920,helen,161
1730,daily,161
8291,brick,161
2476,ideas,161
1475,bain,160
3358,enjoying,160
3143,games,160
5609,everyday,160
3192,glass,160
4792,say,159
5064,terrace,159
8886,nicole,159
1983,holiday,159
854,gone,159
1821,friday,159
2720,luxurious,159
2219,selection,159
572,hot,158
953,silver,158
5478,vibe,158
2348,somewhat,158
5162,surrounded,158
1415,lady,158
212,speak,158
1974,prepare,158
2753,neighbor,157
646,appears,157
1373,même,157
3048,reasonably,157
535,perhaps,157
1456,comme,156
5844,concern,156
8547,notes,156
1782,gardens,156
5074,fair,156
2356,visits,156
3088,served,156
2673,seaport,156
1612,turn,156
4470,white,156
5290,photo,156
1832,online,155
6151,ideally,155
449,homely,154
298,mini,154
2061,mbta,154
3990,travels,154
28523,ricardo,154
2092,allow,154
3356,students,154
2603,recommande,153
4921,term,153
28963,gerard,153
8907,delight,153
3339,expecting,153
2486,importantly,153
1156,reachable,153
3304,alternative,152
4988,ceilings,152
1996,basket,152
6298,sunday,152
5099,muito,152
4412,hospital,152
3156,pros,151
7258,knowledge,151
5506,stated,151
2102,spectacular,151
6309,type,151
19184,victor,151
1975,cards,151
943,immediate,151
2473,happier,151
10347,roslindale,151
3190,tired,150
3921,jane,150
794,wished,150
359,missed,150
5044,prime,150
1963,step,150
955,far,150
2579,presented,149
3673,sorry,149
3791,easygoing,149
6075,commuter,149
3251,heading,149
18566,gustavo,149
1610,woke,149
1841,nicest,149
6351,recommending,149
1687,additionally,149
2595,residence,148
552,futon,148
5134,skyline,148
684,grande,148
1552,priced,148
51937,curtis,148
4455,treats,148
4625,extended,148
1229,arrivée,147
5079,own,147
4333,cream,147
3073,lugar,147
1413,face,147
2453,basics,147
4940,attractive,146
6053,outdoor,146
7300,feet,146
2700,immaculately,146
12247,nina,145
1439,figure,145
3971,nathan,145
5643,daughters,145
2393,hopefully,145
2624,unterkunft,145
479,meant,144
4535,country,144
4540,bought,144
8221,design,144
2315,facile,144
1611,plugs,144
1376,accueil,144
6836,maverick,143
8104,peter,143
1469,save,143
776,instruction,143
4815,manner,143
4029,mark,143
4834,stephen,143
5080,finish,143
1362,informed,143
8943,mail,143
3241,dropped,143
2558,families,142
2651,particular,142
2402,flatbook,142
4513,forget,142
26052,tricia,142
2326,walks,142
22489,miriam,142
3998,disponible,141
960,climb,141
2779,control,141
5144,wellappointed,141
480,ones,141
2335,suitcases,141
3845,suitcase,141
3322,runs,140
1786,website,140
2161,loads,140
1598,based,140
2951,boylston,140
1341,parfait,140
2964,northeastern,140
2514,fell,139
1715,noticed,139
1698,locals,139
6299,grab,139
3194,trash,139
3650,asking,139
5665,spotlessly,138
6232,discover,138
3951,date,138
3244,requested,138
1927,sans,138
11799,meghan,138
16158,jonathans,138
1046,management,138
577,lockbox,138
5018,agreed,138
3149,closer,138
2283,shape,138
996,numerous,137
1953,personable,137
3897,rain,137
