,words,count
22,wish,1303
97,interesting,1302
634,spend,1293
1349,responded,1291
881,chance,1291
306,greeted,1290
711,restaurant,1288
259,ideal,1287
573,adorable,1285
605,hospitality,1281
1035,respond,1269
1717,above,1268
230,others,1266
1314,appointed,1266
550,uber,1259
1067,once,1256
114,for,1251
562,longer,1248
1037,stores,1247
1026,care,1243
164,anne,1243
1613,entrance,1232
1171,communicate,1229
995,process,1226
2158,dinner,1226
66,issue,1226
1195,upstairs,1225
1612,bath,1216
1405,give,1216
973,checked,1213
886,walkable,1205
314,busy,1204
779,heart,1197
1178,west,1194
639,huge,1193
713,beyond,1189
1245,neat,1189
683,tidy,1179
829,should,1176
233,live,1169
1213,makes,1169
231,traveling,1169
747,size,1163
391,shared,1163
1683,patio,1163
1046,showed,1162
704,liked,1158
265,booking,1157
978,entire,1157
387,areas,1144
576,contact,1139
419,ive,1138
1029,hostess,1136
990,said,1135
1086,inviting,1133
1270,daughter,1132
993,touches,1127
45,pikes,1126
1214,beach,1122
1870,forward,1118
1642,checking,1117
668,those,1114
1833,backyard,1112
525,district,1111
569,hours,1110
1309,fabulous,1107
2512,dryer,1102
1414,cook,1099
445,flight,1097
395,rest,1092
1367,along,1091
208,cafes,1090
575,totally,1087
2989,fully,1083
462,corner,1082
495,almost,1078
271,email,1072
463,furnished,1072
722,text,1069
1552,transit,1065
1202,kids,1063
1305,less,1057
55,had,1054
360,communicative,1049
770,washington,1045
805,relax,1045
1069,tour,1045
9813,cabin,1044
769,university,1038
2541,something,1031
397,beautifully,1027
612,enjoyable,1024
997,pictured,1024
551,same,1023
3112,yard,1023
580,keep,1022
1328,organized,1019
628,note,1018
1872,certainly,1018
607,shop,1016
604,incredible,1014
1457,neighborhoods,1009
2655,michael,1007
725,soon,1002
2536,favorite,1002
450,spots,1000
1947,plan,994
80,offer,994
1247,laundry,993
300,bright,988
340,immediately,982
379,four,981
1192,downstairs,975
1266,pleasure,975
731,issues,972
1061,attentive,970
215,her,968
428,john,965
745,hospitable,962
637,boyfriend,959
794,details,957
501,vacation,956
1655,inside,955
74,anywhere,951
1191,bottle,950
1639,table,946
786,booked,944
1267,deal,939
530,high,939
334,prompt,937
378,group,932
1049,one,927
625,between,927
313,sleeping,925
75,residential,921
716,looks,919
931,window,918
318,bonus,914
246,keys,913
5715,chris,912
251,nothing,910
1399,centrally,908
434,fruit,907
1145,dining,907
719,advice,906
872,real,900
1673,sound,897
406,weather,894
1002,different,893
1146,options,893
1542,allowed,893
1338,flat,892
935,posting,890
1396,cooking,889
535,everyone,889
992,value,886
1063,answered,886
98,talk,884
2254,hear,881
1510,traffic,878
836,spotless,874
299,delightful,870
1167,books,870
1625,looked,867
1628,myself,864
177,completely,861
2887,unique,853
338,decor,851
806,couch,851
2194,generous,851
940,else,850
1647,already,843
1501,rent,841
1139,base,841
1157,internet,840
915,tons,837
1331,waiting,837
32,major,835
3902,kevin,835
2686,prepared,833
1034,fast,832
677,breeze,831
1580,wed,829
1223,providing,828
933,canceled,828
752,buses,824
89,probably,818
7178,lauren,816
58,until,814
485,provide,814
63,phone,814
934,automated,812
449,list,807
1169,train,804
738,hard,804
1401,items,803
1839,the,802
290,closet,802
457,later,799
3771,bedrooms,798
552,cats,798
1012,toiletries,797
1342,detailed,795
5333,balcony,790
1353,business,789
1424,luggage,785
798,terrific,785
914,thats,784
2203,expectations,784
2202,way,780
1010,prior,779
380,checkout,778
1403,answer,774
1099,summer,774
3217,washer,774
4039,maps,772
1845,info,771
176,schedule,768
181,seemed,767
204,mattress,765
356,takes,764
691,wouldnt,763
1376,bus,763
1925,show,763
1860,quaint,762
1603,tourist,760
765,stops,757
1096,detail,756
1467,ourselves,755
1498,side,755
2294,sheets,754
1014,homey,751
1747,special,751
1226,thoroughly,749
3729,stuff,746
1410,cold,746
910,someone,736
213,working,736
1588,separate,734
815,wedding,733
1802,line,732
853,personal,731
556,does,731
2379,accommodation,730
8244,lisa,730
1188,year,729
1277,worth,728
670,problems,728
1619,immaculate,727
1456,surrounding,726
2248,start,725
1339,situated,724
1525,convention,723
840,choice,722
559,mind,719
1100,parks,718
1554,retreat,717
291,given,717
1728,promptly,716
11809,david,716
1767,wait,714
1465,meeting,710
702,eat,707
589,middle,705
2151,rented,704
2649,dogs,703
3261,meals,701
1583,hang,699
1382,chocolate,698
2046,taking,698
766,bring,695
869,ill,695
4128,tiny,695
7301,carol,693
69,finding,692
617,proximity,692
5442,rooftop,691
579,possible,691
2721,these,690
1601,road,689
692,hesitate,688
571,pleased,687
1515,capital,686
4359,julie,683
991,beat,681
548,mile,681
2657,columbia,680
4939,nick,679
870,girlfriend,678
727,steps,674
1334,point,674
1801,hour,669
3613,melissa,668
2209,transport,668
1696,linens,666
2475,service,662
453,five,661
1895,told,660
1520,positive,659
92,youll,658
3067,accommodate,656
68,call,655
1416,use,654
331,unfortunately,654
3292,glad,654
789,giving,653
1111,feels,653
5530,dirk,652
2003,done,651
2024,expect,651
1784,cafe,651
1081,flowers,649
953,included,646
1325,provides,646
749,sharing,646
728,lines,642
2081,leaving,641
1843,messages,636
26266,alexia,634
526,literally,633
689,either,633
967,life,631
1311,union,629
3841,amanda,627
1098,weeks,626
599,knew,625
1091,was,624
385,seattles,623
432,trouble,623
1800,half,623
1107,smooth,622
972,feeling,621
582,heat,619
409,waterfront,619
1220,fun,616
1649,fact,614
3612,parents,614
2328,garage,613
843,reach,612
1323,conference,612
1946,level,610
317,added,609
3708,noisy,608
567,bags,607
266,request,605
1036,basic,603
1251,shampoo,603
210,foot,601
478,ended,600
793,attention,600
7663,beth,599
118,bike,599
1402,getaway,597
3079,entry,596
2879,microwave,595
923,sitting,589
1150,must,588
2556,number,587
674,pillows,585
1473,watch,584
1744,laid,584
1378,tell,583
2189,activities,583
1828,hidden,583
2033,consider,581
354,useful,579
1904,system,578
1829,case,578
918,isnt,576
119,share,576
2671,drink,574
2482,bakery,574
461,comfortably,574
2740,mins,573
37,treat,572
5113,laura,570
1572,comfort,570
38,visited,569
720,willing,568
643,beer,567
971,chat,566
3138,loud,565
1974,ample,565
3564,pick,565
2286,stairs,564
3584,mark,561
797,tea,561
1548,communicated,560
2111,quality,559
1438,reviews,559
3492,cosy,559
2280,mention,555
949,floors,554
511,natural,553
859,together,552
703,dog,551
1040,driving,551
1975,taken,551
2007,brought,550
3001,handy,548
3180,link,548
1597,whenever,548
699,cannot,545
4461,matt,545
467,drinks,545
1726,spectacular,545
263,despite,542
1697,soft,540
969,month,540
865,werent,539
2134,complete,538
1426,difficult,537
2358,eggs,536
847,wallingford,535
2578,accommodated,533
1060,arriving,533
3273,heater,531
2010,website,531
895,wont,526
1672,head,523
386,sights,523
1413,planning,523
1582,shes,522
169,addition,522
2565,see,522
1246,refrigerator,519
221,moment,517
877,him,516
1721,opportunity,516
3259,secure,515
1123,children,513
651,north,513
1776,fairly,512
1050,arrive,511
2488,maintained,510
828,anna,510
682,music,509
1581,alki,509
982,mentioned,508
167,belltown,508
952,furniture,505
1103,play,505
1478,neighbors,504
538,heartbeat,504
1312,roomy,504
1164,convenience,504
1179,considerate,504
1577,oasis,503
1496,called,501
10862,paul,500
349,works,499
3579,sofa,499
30561,nadine,497
1007,baby,496
1120,freeway,496
2187,possibly,495
1163,supplies,494
134,simply,494
1985,otherwise,492
1125,older,491
807,lucky,491
1844,necessary,491
2670,outdoor,490
803,true,489
868,parts,489
1944,porch,489
1318,facilities,485
2517,professional,484
9540,brian,484
1255,move,484
1459,soap,482
911,lives,481
1818,adults,481
3236,bathrooms,479
2295,directly,478
1444,pass,478
1289,sent,477
2031,notice,475
2676,single,475
2521,rather,474
718,question,474
1797,character,474
27107,serina,473
315,sightseeing,473
2100,running,473
2728,advantage,472
867,amount,472
566,drop,471
893,apt,471
3688,appreciate,470
3602,communicating,470
706,relaxed,469
4115,blankets,468
1854,course,468
2148,goes,468
3090,under,468
3645,bother,466
1771,party,465
3091,roof,464
4819,chickens,464
1522,affordable,464
1708,wonderfully,462
1731,seeing,461
1369,guide,461
1215,setting,460
687,common,459
2714,charm,459
430,lock,458
1364,essentials,454
2997,doesnt,453
1887,clearly,453
697,read,452
503,filled,451
4011,eating,450
864,maybe,450
2731,mike,448
1480,choose,447
13791,james,447
1858,owner,446
1301,netflix,444
18867,nicole,443
2443,travelers,443
1092,urban,443
148,important,442
14,style,442
1315,stars,442
2919,shown,441
439,option,440
2067,jennifer,440
377,letting,440
1450,game,440
763,dishes,438
1221,respectful,436
400,plans,435
529,doing,435
2782,groceries,435
1795,atmosphere,435
603,trips,435
2956,hotels,434
3952,smoothly,432
6356,steve,432
1571,catch,432
4203,sites,432
1406,routes,431
640,informative,430
1807,hosting,427
2222,meal,426
2174,new,426
1062,emails,425
616,chose,425
14968,craig,425
1823,eateries,424
1722,instead,424
2264,cleaning,424
998,earlier,424
2364,tastefully,424
1713,lived,424
1674,watching,423
2058,seems,422
2354,exceeded,422
1208,environment,421
1258,taxi,421
3332,muffins,420
1723,money,419
1549,often,419
999,listed,419
3083,foods,419
1415,impressed,419
1528,easier,419
743,miss,419
339,guys,418
3628,construction,417
1495,surprised,416
594,treats,415
7566,sarah,415
1340,settled,414
948,heated,414
2069,trail,413
1239,behind,413
3483,picked,412
3780,townhouse,411
7963,eric,411
2704,pressure,411
5061,notes,409
4900,andrew,408
1729,requests,408
962,hand,408
826,lot,408
3037,utensils,408
17400,susan,408
2858,bedding,407
1248,machine,406
2665,gardens,406
4449,mornings,405
3604,streets,403
341,ease,403
2460,yourself,402
4530,appliances,402
510,hair,401
2093,maker,401
1955,greenlake,400
484,greet,400
1230,happily,399
274,company,399
1299,particularly,399
1228,young,398
236,conversation,396
1521,review,396
831,adam,396
2903,mini,395
205,superb,394
1068,thorough,394
1513,mostly,393
3592,renting,393
2735,enjoying,392
1462,square,392
614,returning,391
1386,houses,391
622,sunny,388
11753,chad,388
889,broadway,388
1599,trees,387
3216,alone,387
2045,owners,384
232,nicer,384
19339,siena,382
2471,weve,382
1461,pioneer,382
751,centre,380
13609,airstream,380
2632,reasonable,379
1918,visitors,379
8230,angela,378
852,selection,378
4723,surprise,377
508,herself,377
329,bread,377
3101,site,377
1129,fans,376
422,miles,375
1483,turned,374
1144,offers,373
2371,regarding,372
1876,vibe,372
3093,master,370
2901,stunning,370
1983,code,370
2441,goodies,369
764,multiple,369
539,talking,368
3430,youd,368
1752,games,368
1623,necessities,367
1622,basket,367
24115,calen,366
2145,reading,365
2486,picture,365
479,hanging,365
4755,board,365
1910,suggest,364
748,accomodating,363
2372,washerdryer,363
856,tried,363
6,kelly,363
15651,marcia,362
1296,planned,362
1579,community,362
415,brief,362
2966,furnishings,360
2806,functional,360
1988,toilet,360
3252,cable,359
2149,designed,359
1880,walks,359
8402,barbara,357
1241,straight,357
1984,partner,357
83,museum,357
2977,wants,356
7025,andrea,356
876,conversations,355
1500,aware,355
2114,years,355
3132,clothes,355
437,greatly,354
3560,gets,354
1489,dark,354
42,glass,353
1042,decided,353
1837,setup,353
7511,donna,352
1963,fireplace,352
1871,calm,352
533,experiences,352
3953,previous,351
956,desk,351
1439,various,351
1431,helping,351
368,two,350
2137,design,350
1044,comes,350
1361,timely,350
938,trying,350
773,further,349
2225,disappointed,349
308,cat,349
912,least,348
3279,evenings,347
1689,homes,347
472,milk,347
1669,did,347
1346,condition,346
1618,wanting,346
1310,south,345
965,imagine,345
3039,outstanding,345
1550,departure,345
620,french,344
1827,extras,344
1159,complaints,343
3623,sleeper,343
2175,ferry,342
8348,sandy,342
1388,kerry,342
1048,supplied,341
4815,katie,341
1596,general,340
6581,joes,340
1556,jessica,339
899,responding,339
2810,très,339
5716,robert,339
885,arranged,339
1928,response,338
4735,locks,338
1359,wall,338
513,worry,337
443,cookies,337
441,baked,337
688,locations,336
2957,1015,336
162,lower,336
5107,justice,336
3545,past,336
3097,lights,335
2986,except,335
8255,grace,335
1280,highway,334
671,futon,334
3660,heard,334
947,situation,334
1896,message,334
1992,sehr,333
1393,steep,332
1782,not,332
1428,overnight,330
1905,starbucks,330
8661,emily,330
2168,afternoon,330
2579,ideas,329
1057,but,329
143,efficient,328
2910,tub,328
1645,rain,328
2880,extended,328
1927,personally,328
866,spending,327
842,months,327
3118,safeway,326
1658,sunset,326
5261,miranda,326
1543,seamless,325
3066,change,324
1956,yummy,324
1335,cream,323
537,world,322
2745,grateful,322
3210,wellstocked,321
897,roger,321
2009,kindly,321
2889,supermarket,321
5505,hills,320
2273,brand,320
2211,drove,320
1355,traveler,319
1979,stays,319
1855,minor,319
2917,order,318
2800,100,318
3207,offering,318
1025,communications,317
3476,pastries,317
1433,layout,316
442,homemade,316
2138,exceptional,316
1197,seen,315
2193,warmly,315
549,cheap,314
1574,sister,313
6578,shannon,313
1875,crash,313
2499,thoughtfully,313
3590,couples,311
924,hes,311
454,star,311
3730,international,311
1175,considering,310
2845,chairs,310
319,downside,309
4634,rules,308
4840,organic,308
1279,explained,308
1991,variety,308
2456,cleanliness,308
1755,puget,307
3658,nightlife,307
4143,stylish,307
1257,knowledgeable,307
4384,iron,306
1873,sunday,306
1921,walls,306
1707,spaces,306
1013,ensure,305
7773,rebecca,304
2550,beginning,304
12604,debbie,304
1004,understanding,304
1935,prime,304
1857,connection,303
3866,below,303
4689,kate,303
2904,kitchenette,303
1375,wellequipped,302
676,attending,302
4501,christine,302
896,regret,302
787,answering,301
2642,folks,300
2078,larger,300
1384,apartments,300
2511,conditioner,300
4458,ceiling,299
9802,michelle,299
3558,allowing,299
1850,bigger,299
1864,mother,299
1295,juice,298
1490,basically,298
1330,chocolates,298
2291,visits,297
3615,sink,297
4354,guy,297
941,recently,297
2275,additional,297
3501,driveway,296
2095,airy,296
3749,cost,295
2531,twice,295
1077,toys,295
3429,indeed,294
4154,suited,294
1278,contacted,294
623,terms,294
36090,scooter,294
61,readily,293
3594,autumn,293
1547,honestly,293
1945,mary,292
1745,usually,292
2156,sean,291
4423,jordan,291
2298,started,290
1777,doors,290
2043,smell,290
22997,sheldon,289
1333,interior,289
2116,ground,289
8471,vintage,289
1688,historic,289
926,event,289
3748,gone,288
1840,anytime,288
365,invited,288
1706,sense,288
5103,arrangements,287
2688,bikes,287
2842,concerns,287
1874,farmers,287
1291,taste,287
2962,adequate,287
2969,gladly,286
3662,king,286
16469,brad,286
1477,comforts,286
755,memorable,285
2848,navigate,285
3608,volunteer,285
541,amazingly,285
156,effort,285
1954,entertainment,284
2489,playing,284
2150,jean,283
2029,cleaned,283
1298,cooked,283
1742,pets,283
2625,gives,279
1867,caring,279
17974,jill,278
1621,card,278
4107,parked,278
4803,phinney,277
12758,phil,277
284,tight,277
4104,received,277
3875,absolute,277
1699,interested,276
5433,alex,276
678,finally,275
1937,seem,275
7763,stove,275
606,hoped,274
4924,leah,274
1869,tucked,274
1047,forgot,273
762,recommendation,273
1591,funky,272
4505,bungalow,272
41988,maddy,271
2251,wash,271
2791,nous,271
5135,bustle,271
4874,jeff,270
1725,mountains,270
3131,storage,270
2290,travels,269
2634,wished,269
3227,himself,269
2514,tree,269
32575,gillian,268
955,chair,268
1407,follow,268
4790,texts,268
2535,pizza,267
627,relatively,267
17336,terry,267
6428,knowledge,267
1805,sized,267
7280,trader,266
1650,paper,266
3860,reason,266
673,surprisingly,266
6976,molly,265
1005,fell,265
279,closed,265
3349,white,264
1059,delight,264
554,sometimes,264
420,met,263
14655,shawn,263
2918,luxurious,262
1383,surrounded,262
1493,rainier,262
3653,wellappointed,262
30726,rochelle,262
1187,immaculately,261
2108,path,261
19569,darcy,261
496,own,261
558,delayed,260
5782,fire,260
2744,direction,260
253,negative,260
3500,schedules,260
4986,binder,260
1852,ahead,258
24724,abil,258
1530,communicator,258
801,monorail,257
10868,diane,257
3095,ceilings,257
183,moved,257
2487,prepare,257
1122,holiday,256
16384,louis,256
2153,total,256
3849,eclectic,256
17874,ryan,256
2467,yogurt,255
700,wrong,255
2851,route,254
1441,pack,254
5516,intrusive,254
2183,polite,253
578,exceptionally,253
1778,leading,253
2774,pool,252
2799,bunch,252
18667,susanna,252
939,turn,252
3728,suggested,251
29568,jana,251
30974,sheryl,251
29673,wagon,251
3873,earplugs,250
1020,personable,250
23743,laurens,250
47,wow,250
2233,advance,249
4904,dirty,249
2770,chill,249
512,lighting,249
4401,appartment,248
3046,moving,248
4814,blair,248
1101,grab,248
1529,courteous,248
10888,kyle,248
989,daily,248
2710,say,248
1739,briefly,248
5401,overlooking,247
29669,jeanmarc,247
3244,decent,247
3061,third,247
1779,hopefully,247
1362,responses,247
1703,strongly,247
9790,peter,247
5990,happier,246
3576,tall,246
4277,andy,246
1681,uncomfortable,246
2888,pubs,245
1980,campus,245
596,missed,245
1615,gift,245
1825,okay,245
1219,returned,244
618,daughters,243
293,key,243
2513,christmas,242
3213,east,242
2553,happened,242
5194,forget,242
1281,far,242
11145,megan,242
41750,shalini,241
1135,collection,241
1269,travelling,241
2041,complex,241
2283,spotlessly,241
2976,renovated,241
615,somewhere,240
1882,touristy,240
18037,josh,239
2575,guides,239
1360,off,239
10201,roland,238
3127,conditioning,238
20520,angielena,237
1358,movie,237
1813,complaint,237
323,wake,237
1732,rainy,236
2772,greenwood,236
994,reply,236
2362,washing,235
1941,experienced,235
2192,managed,235
2094,updated,235
1787,accurately,235
2384,seatac,235
1686,created,235
5382,toddler,234
3845,amandas,234
2644,old,234
64,believe,234
693,heading,233
1072,chatting,233
4048,besides,233
3672,staff,232
4875,beacon,232
3372,interest,231
1741,nicest,231
4829,hustle,230
4265,pots,230
1201,feet,230
18224,erin,230
16877,daisy,230
429,opened,229
3633,inout,229
2075,numerous,229
4161,satisfied,228
5462,basics,228
645,covered,228
2555,temperature,227
753,knows,227
10940,nicks,227
1847,smaller,227
15558,bruce,226
1526,enter,226
3054,girls,226
657,skyline,225
544,opening,225
4396,nearly,224
2054,expensive,224
1297,bought,223
7302,carols,223
3621,pillow,222
2673,hassle,222
2563,pans,222
3229,luxury,222
4590,inquiries,221
4118,lively,221
2103,lack,221
1514,immediate,221
14269,patrick,221
4162,quirky,221
4274,yes,220
2971,recommending,220
2503,whether,219
327,theyre,219
1472,screen,219
3241,markets,219
4279,tasty,218
2350,olympic,218
3250,served,217
4271,points,217
5469,thanksgiving,217
12811,flor,217
1734,face,216
2757,big,216
970,easygoing,216
1001,figure,216
7432,ruben,216
519,please,216
2522,gem,215
6610,510,214
2262,dream,214
1262,art,214
1610,ave,214
913,attached,214
1765,stroll,214
3125,artwork,213
466,complimentary,213
2117,heating,212
9107,georgetown,212
650,slightly,212
3846,anyway,212
873,roommate,212
17217,davids,211
1965,graciously,211
3837,features,211
1578,vibrant,210
17579,prez,210
2089,keeping,210
4266,birthday,210
1907,runs,210
1075,ways,210
10724,karen,209
2927,teas,209
2243,spring,208
20718,mack,208
3283,rate,208
4678,limited,208
4025,hesitation,208
2727,fair,208
4738,bill,208
26215,jerome,208
2663,michaels,208
1218,everyday,208
2853,neighbor,208
621,press,208
9885,ridge,207
1307,changed,207
3133,generally,207
1804,step,207
1968,interaction,207
211,min,207
3144,paid,206
1303,movies,206
1936,connected,205
14853,guesthouse,205
3053,bottom,205
2832,dans,205
6383,breathtaking,205
3126,whatever,205
1856,replied,204
15161,lori,204
2162,lost,204
1211,tricky,204
5853,stated,204
2440,brochures,204
1820,traveled,203
1474,1520,203
401,lounge,203
2764,missing,203
3339,saturday,202
2726,greg,202
1695,restful,202
1627,jess,202
2032,leslie,202
1252,bottles,202
4870,waking,202
1087,energy,202
252,fancy,202
2197,direct,202
3240,country,201
2678,seward,201
4783,cars,201
4753,promised,201
2698,firm,201
3838,it,201
12201,brownies,200
8252,lisas,200
1016,somewhat,200
2493,lodging,200
1090,bar,199
3215,based,199
1866,texted,198
4560,hold,198
267,rachel,198
23706,lara,198
3253,double,198
1181,midnight,198
2528,unexpected,198
1798,brother,197
480,bit,197
2815,pour,197
1832,pleasantly,197
1957,grill,196
2355,attractive,196
15222,hannah,196
3962,popular,196
2953,required,196
950,towel,196
3980,actual,196
4262,allow,196
920,concerned,195
2783,breakfasts,195
3922,plugs,195
3148,bathtub,195
708,lady,195
3652,ones,194
376,instantly,194
1662,worried,194
1629,needing,194
72,doubt,194
3098,wood,193
1051,woke,193
7682,beths,193
4920,lunch,193
1848,appears,193
2494,prefer,192
14561,amys,192
3650,fixed,192
2367,sorry,192
9049,scott,192
2071,idea,191
3598,trendy,191
2085,trails,191
3997,online,191
2235,july,190
469,alternative,190
1466,showing,190
2246,highlight,190
4013,action,190
4256,arent,190
3503,jenn,190
3684,julian,190
1819,themselves,190
1712,interact,190
2948,residence,189
823,freemont,189
2484,likely,189
25987,seth,188
2951,upper,188
860,shows,187
22632,marilyn,187
733,impeccably,187
1371,counter,187
1254,seriously,187
3073,events,187
1524,state,187
2353,perhaps,186
14012,william,186
4378,julies,186
3006,hideaway,185
4304,college,185
1718,bottled,185
4621,oven,185
1448,jason,184
3201,madison,184
2970,artistic,184
6704,johns,184
1045,stories,184
4442,built,183
1476,matter,183
3185,concern,183
4420,terrace,183
3446,adventure,183
1868,breweries,183
1341,date,183
2915,says,183
4096,hoping,183
1565,photo,182
1481,newly,182
4915,avoid,182
3010,products,182
18659,tiffany,182
